Id,y
50100,1.464158170221748
50101,2.2825690930972184
50102,2.047422460994658
50103,1.99846859306043
50104,1.878826317882555
50105,1.7327052706118173
50106,2.082620448181588
50107,2.2737254464675902
50108,1.6308085309534948
50109,2.0275391943704806
50110,1.13300261879189
50111,1.8403325565204172
50112,1.655571494741698
50113,1.5232841606634742
50114,1.9850753724159869
50115,2.211863482894528
50116,1.5048885930589766
50117,1.777946214382693
50118,2.045683980936115
50119,2.022392635241171
50120,2.0594569355236922
50121,2.1808088324544785
50122,1.2711226963310693
50123,2.0934462158113485
50124,1.0929475376479334
50125,1.9692031760016426
50126,1.8337029613514995
50127,1.6825131960744453
50128,1.642879381838485
50129,1.959349672234028
50130,1.9444920174697773
50131,2.2516441411024646
50132,1.6737073755408285
50133,1.6548918119435867
50134,1.7626720012147685
50135,2.1989718237303473
50136,1.6021000242776133
50137,2.0511560154638797
50138,1.75016338256239
50139,1.7844475219588858
50140,1.8318655879596688
50141,2.641132916895652
50142,1.875362537802094
50143,1.912496622213015
50144,1.9421287425284586
50145,1.9103830285850534
50146,1.6735867621635863
50147,2.3497586089372033
50148,2.060432240544219
50149,2.0310059574670407
50150,1.823264121694653
50151,1.960774781315315
50152,1.2804652131888798
50153,2.3112758803128544
50154,1.9200600705994204
50155,1.5866421454428294
50156,2.043253224257785
50157,1.5664423301531025
50158,2.3154223275875148
50159,1.716957483612141
50160,1.799018501754008
50161,2.57966679976305
50162,2.1175778775938534
50163,2.227070438617334
50164,1.7369528402815229
50165,1.5474821126178744
50166,1.8408635466856844
50167,1.4889159637907048
50168,1.767445558606031
50169,1.2481395170459968
50170,1.8841696376741326
50171,2.4307717722208086
50172,1.587325725508477
50173,2.0960075518243593
50174,2.2054873455674673
50175,1.7514678117446736
50176,2.491794420472222
50177,2.238184415334575
50178,2.337070865479299
50179,1.827037210968565
50180,2.34150472705197
50181,1.8100508670309912
50182,2.1551549321242143
50183,1.53997627785014
50184,2.333416874197675
50185,1.7695619604279094
50186,2.383752196787153
50187,2.3853969795210297
50188,2.025480799426112
50189,2.1187675605768654
50190,2.3174458846755783
50191,2.2171461753801194
50192,1.8307172621187906
50193,2.205776703807196
50194,1.9155595955047113
50195,1.7990289434765188
50196,1.9077360368804688
50197,2.009319043754297
50198,1.9253048258312677
50199,2.5513696856308297
50200,2.033162173554409
50201,2.5308895249131025
50202,1.694089993275197
50203,2.113137010065858
50204,1.3893149483288023
50205,1.8250574208886285
50206,1.9785366930453594
50207,1.899236680857681
50208,2.140345221070027
50209,1.228672033186674
50210,1.821042573676357
50211,1.3304022849284907
50212,1.953721294931153
50213,2.40061979894838
50214,1.9815498987945568
50215,1.6800154217380452
50216,1.968615575552334
50217,1.6291049343618547
50218,1.9014010791563831
50219,2.062882340110952
50220,2.5484191377536285
50221,1.9769743111772182
50222,1.7415748676421914
50223,2.1462700852776058
50224,1.7371848230260698
50225,2.359212090338012
50226,1.781445194919536
50227,2.2883828583312247
50228,1.6200946636235534
50229,2.1936562965849737
50230,1.8137042972198292
50231,1.9361746293488373
50232,2.1666802377574728
50233,1.9707824201222999
50234,1.8226236856511284
50235,1.849099431003596
50236,1.998503788062658
50237,1.992643028978021
50238,1.9515353116292575
50239,2.0850733426547357
50240,1.8120689662158111
50241,1.3190775931877279
50242,2.182654160734475
50243,1.7024852073937549
50244,1.4356947872717205
50245,1.7833160136924675
50246,2.2819972804930457
50247,1.2490853239311943
50248,2.904757167693616
50249,2.5446661710677807
50250,2.1186682749357844
50251,2.089209031504115
50252,2.1819893028874846
50253,2.0087862266152823
50254,1.7854980872030335
50255,1.9316636096440107
50256,2.092446606676657
50257,1.6466225971720534
50258,1.8525233445193063
50259,2.174806363319844
50260,1.4220420960293254
50261,2.487670923275334
50262,1.7125074991933544
50263,1.9690605885437975
50264,1.2964022215555029
50265,1.502178645751831
50266,1.9431166655467855
50267,2.2456893123850477
50268,1.5968632723636746
50269,2.1793478320933137
50270,2.7609379111493677
50271,1.6244555181655371
50272,2.002073614441542
50273,1.9801714985120358
50274,1.9190924862518792
50275,1.6516476080538585
50276,2.5413774909875015
50277,1.8980378361438666
50278,1.6577181749146894
50279,1.685954593966341
50280,2.176779356849868
50281,1.0593126614857724
50282,2.1582316575377023
50283,1.922864532475426
50284,1.517031188046615
50285,1.8526414511596399
50286,1.7122967950702404
50287,2.179767146995783
50288,2.5121443836515343
50289,1.6182346260994263
50290,1.904864898252004
50291,2.318216070044156
50292,1.4302785922608994
50293,2.299145737179973
50294,1.1299974324412203
50295,1.964954359677146
50296,2.3329740306260396
50297,1.7381757909537834
50298,1.9294863912372173
50299,2.0164187807206204
50300,1.8911496370964185
50301,2.121414861443765
50302,2.035637764564545
50303,2.4562759929095117
50304,1.830490397566193
50305,0.748677474942431
50306,1.3605649500081363
50307,1.984761519715582
50308,1.986941233683862
50309,1.101367795761342
50310,2.6156191243651756
50311,2.3349070625141666
50312,2.393704442254463
50313,2.1184875087811514
50314,1.569916643871972
50315,2.0537290603091636
50316,1.7540962871529708
50317,1.4455654804945879
50318,2.28166052140344
50319,2.5619067240852837
50320,2.240716168771736
50321,2.2273542644328304
50322,2.3789141752754226
50323,1.390285452273659
50324,1.802894107256172
50325,1.819213681891347
50326,1.754756958984891
50327,1.978461963282248
50328,2.1637204117821933
50329,1.839054164296706
50330,1.652031428838837
50331,1.8252762932192157
50332,1.5195300539648016
50333,1.189700203902834
50334,2.13612975171539
50335,1.5670921237163316
50336,2.3012741485622072
50337,1.7103703930126302
50338,2.147047922630294
50339,1.599292691343485
50340,1.8601402440762351
50341,1.4617156182771693
50342,1.7394884759037286
50343,1.1791335755693857
50344,1.8543580024059474
50345,2.7684340951534
50346,1.3895806244399127
50347,2.248500667701761
50348,2.124527957440323
50349,1.45043621981057
50350,2.276006812402427
50351,2.011236202917151
50352,1.8861033150220292
50353,1.5993836973798237
50354,1.3831968252508704
50355,1.9001588262422504
50356,1.8808811069277747
50357,2.2193409423293025
50358,2.212750914992626
50359,1.573902177590461
50360,1.8602510480341006
50361,1.6890162594443932
50362,1.7222633350084848
50363,2.07817179070343
50364,1.7387649850006046
50365,1.5842079020838875
50366,1.90116743807424
50367,0.928847339100067
50368,2.6600267891453884
50369,2.164742870731715
50370,2.256241865123922
50371,2.458536985636346
50372,1.894545303311489
50373,2.0154774773233077
50374,2.032991032859784
50375,1.7221569273893342
50376,2.1857020346870963
50377,1.3182236989705083
50378,1.6812790026699413
50379,1.7224614746115108
